Imagen	Tiempo de procesamiento (s)	FPS
1	1.0108120441436768	0.9893036057432059
2	0.6647446155548096	1.5043371192489907
3	0.6579902172088623	1.519779434171398
4	0.6462314128875732	1.5474332879172077
5	0.6638655662536621	1.5063290684636916
6	0.6662399768829346	1.500960666873508
7	0.6457209587097168	1.5486565621134638
8	0.6606628894805908	1.5136312572153008
9	0.6407003402709961	1.5607920538594242
10	0.702958345413208	1.4225593970467583
11	0.6510837078094482	1.5359008189046386
12	0.6726703643798828	1.486612244203554
13	0.6587347984313965	1.518061596838723
14	0.6777627468109131	1.4754425567137093
15	0.6414370536804199	1.558999428333969
16	0.651402473449707	1.5351492215007796
17	0.6670074462890625	1.499233637590648
18	0.643519401550293	1.553954702206204
19	0.6716866493225098	1.488789454143
20	0.6500833034515381	1.5382643957945419
21	0.7156803607940674	1.3972718196297464
22	0.6803922653198242	1.4697403997235938
23	0.6489195823669434	1.5410229975684904
24	0.6972789764404297	1.4341462080284484
25	0.6583812236785889	1.5188768513364894
26	0.6478102207183838	1.5436619676840824
27	0.6644055843353271	1.5051047486309168
28	0.6555354595184326	1.525470492068601
29	0.6496286392211914	1.5393410013432474
30	0.6835920810699463	1.4628607142944337
31	0.660247802734375	1.5145828518604114
32	0.6788356304168701	1.4731106547632218
33	0.6532468795776367	1.5308148133008457
34	0.6645150184631348	1.5048568839162766
35	0.6446354389190674	1.5512643885617152
36	0.6506738662719727	1.5368682405050118
37	0.6783578395843506	1.4741482174256715
38	0.6623079776763916	1.509871591020767
39	0.6618020534515381	1.5110258343633671
40	0.6646378040313721	1.5045788757944294
41	0.6583230495452881	1.519011070158811
42	0.637535572052002	1.5685399275547136
43	0.6471922397613525	1.5451359558463538
44	0.6664233207702637	1.5005477281980208
45	0.6897280216217041	1.449846850717733
46	0.6550214290618896	1.5266676106034922
47	0.6830556392669678	1.4640095806443618
48	0.66103196144104	1.5127861560884508
49	0.6379871368408203	1.5674297211567496
50	0.6416146755218506	1.5585678416514717
51	0.6812069416046143	1.467982692079523
52	0.6583037376403809	1.5190556316517247
53	0.6588921546936035	1.5176990542026072
54	0.6473708152770996	1.5447097342069114
55	0.6407773494720459	1.5606044764596119
56	0.679417610168457	1.4718488084994688
57	0.6669085025787354	1.4994560665118224
58	0.6739842891693115	1.4837141103578309
59	0.6593153476715088	1.5167248927719954
60	0.6464676856994629	1.5468677276854503
61	0.6768600940704346	1.477410189728129
62	0.663081169128418	1.5081109923758542
63	0.6565155982971191	1.5231930552660382
64	0.6499848365783691	1.5384974290541458
65	0.6584498882293701	1.5187184596372068
66	0.6538445949554443	1.529415411116374
67	0.6441845893859863	1.5523500817571003
68	0.6277148723602295	1.5930799858858937
69	0.6619648933410645	1.5106541299385337
70	0.6582601070404053	1.5191563172437823
71	0.6406698226928711	1.5608664004132238
72	0.6707732677459717	1.4908167156993943
73	0.6794631481170654	1.4717501644808983
74	0.650292158126831	1.5377703506074927
75	0.6716320514678955	1.4889104797998174
76	0.6449728012084961	1.5504529774376279
77	0.649935245513916	1.538614818787495
78	0.6460635662078857	1.5478353095649215
79	0.6694836616516113	1.4936884307721674
80	0.654151439666748	1.5286980037977775
