Imagen	Tiempo de procesamiento (s)	FPS
1	0.7105133533477783	1.4074330838234441
2	0.6534450054168701	1.530350667172125
3	0.6569831371307373	1.5221090823842616
4	0.6297607421875	1.587904632680752
5	0.6624546051025391	1.5095373966722043
6	0.6619527339935303	1.5106818790022154
7	0.6453168392181396	1.549626383857566
8	0.6846053600311279	1.4606955457587003
9	0.6627926826477051	1.508767411259323
10	0.6592106819152832	1.5169657098009715
11	0.6764497756958008	1.478306351674658
12	0.6482563018798828	1.5425997357836603
13	0.6450867652893066	1.5501790670771596
14	0.648634672164917	1.5416998857960333
15	0.6775305271148682	1.4759482561742352
16	0.6517395973205566	1.5343551383270522
17	0.6552553176879883	1.5261226776890777
18	0.6521074771881104	1.5334895473243204
19	0.656480073928833	1.5232754804198474
20	0.6679391860961914	1.4971422860283987
21	0.6653192043304443	1.5030379305018973
22	0.6734554767608643	1.4848791560946615
23	0.6604516506195068	1.514115377048411
24	0.6600680351257324	1.5149953440928494
25	0.6452884674072266	1.5496945172722625
26	0.6795740127563477	1.4715100654658742
27	0.6486058235168457	1.5417684574243231
28	0.6689856052398682	1.4948004742814234
29	0.652188777923584	1.533298385145119
30	0.6512906551361084	1.535412787077403
31	0.6747274398803711	1.4820799346433866
32	0.6397831439971924	1.5630296130533698
33	0.6540451049804688	1.5289465395966264
34	0.6823444366455078	1.4655355071349705
35	0.655775785446167	1.5249114441144467
36	0.642399787902832	1.556663029520268
37	0.6335289478302002	1.5784598374311731
38	0.6502583026885986	1.5378504140052307
39	0.6623520851135254	1.5097710454532693
40	0.6774337291717529	1.476159153195139
41	0.6432466506958008	1.5546136134844988
42	0.6550381183624268	1.5266287136082497
43	0.6481025218963623	1.542965759605406
44	0.6571297645568848	1.5217694494090055
45	0.6518690586090088	1.5340504151767085
46	0.6423308849334717	1.5568300130914199
47	0.6750876903533936	1.4812890448002718
48	0.6632375717163086	1.5077553544082651
49	0.6432607173919678	1.554579617506248
50	0.6604499816894531	1.5141192031559552
51	0.6364667415618896	1.5711740059598394
52	0.6502437591552734	1.5378848099966267
53	0.6501204967498779	1.5381763919139007
54	0.6578612327575684	1.5200774117792024
55	0.6572391986846924	1.5215160659943316
56	0.6411581039428711	1.559677704844393
57	0.6647412776947021	1.5043446729650407
58	0.6551547050476074	1.5263570455886966
59	0.6679601669311523	1.4970952603272099
60	0.6656527519226074	1.5022847830369455
61	0.6482393741607666	1.542640018272008
62	0.6294574737548828	1.588669674592521
63	0.6408631801605225	1.5603954649875835
64	0.6503033638000488	1.5377438525867346
65	0.6432278156280518	1.55465913585157
66	0.6824870109558105	1.4652293508114071
67	0.6465716361999512	1.546619034941322
68	0.6620755195617676	1.5104017146894466
69	0.6782557964324951	1.474370002084497
70	0.6552560329437256	1.5261210118242154
71	0.6548593044281006	1.5270455703050847
72	0.6467320919036865	1.5462353152391939
73	0.6836733818054199	1.4626867545424047
74	0.6618251800537109	1.510973033571863
75	0.6477241516113281	1.5438670883466727
76	0.6590421199798584	1.5173537012028335
77	0.6493284702301025	1.5400526017989478
78	0.6520757675170898	1.5335641191018368
79	0.6610784530639648	1.51267976647129
80	0.6477091312408447	1.5439028906142735
81	0.6712944507598877	1.4896592678042047
82	0.6536507606506348	1.5298689456195447
83	0.633418083190918	1.5787361089572665
84	0.6663475036621094	1.5007184607193766
85	0.6568050384521484	1.5225218161490321
86	0.6707866191864014	1.490787042253321
87	0.7033045291900635	1.421859178344288
88	0.639275312423706	1.5642712624216102
89	0.6840419769287109	1.461898587700587
90	0.6409990787506104	1.5600646446312039
91	0.6581554412841797	1.5193979070488577
92	0.6530241966247559	1.5313368251416037
93	0.6663854122161865	1.5006330896024827
94	0.6521308422088623	1.5334346043392981
95	0.6467475891113281	1.5461982647265262
96	0.6579725742340088	1.5198201857640783
97	0.6654157638549805	1.5028198223117812
98	0.6584320068359375	1.5187597042942227
99	0.6483008861541748	1.542493649718977
100	0.6557905673980713	1.5248770716047677
101	0.6536176204681396	1.5299465141159618
102	0.6654274463653564	1.502793438205951
103	0.6539618968963623	1.529141078013719
104	0.6613874435424805	1.5119730647498613
105	0.6586802005767822	1.5181874286252062
106	0.6595828533172607	1.5161097578123335
107	0.6625401973724365	1.509342382493761
108	0.6520037651062012	1.5337334744334117
109	0.6652898788452148	1.5031041833009129
110	0.6366779804229736	1.5706527173056233
111	0.6348631381988525	1.5751426407226354
112	0.6577186584472656	1.52040692043128
113	0.6479105949401855	1.5434228237806775
114	0.6484155654907227	1.5422208429607906
115	0.665799617767334	1.5019534005642123
116	0.6722097396850586	1.4876309296983954
117	0.6624720096588135	1.5094977378969117
118	0.6529560089111328	1.5314967415149399
119	0.6496288776397705	1.539340436393771
120	0.6572129726409912	1.5215767820004056
121	0.6387510299682617	1.5655552055230157
122	0.6513974666595459	1.5351610210093922
123	0.6818816661834717	1.4665301174572616
124	0.6548702716827393	1.5270199965413356
125	0.6565985679626465	1.5230005802523916
126	0.6427743434906006	1.5557559353870247
127	0.6526618003845215	1.532187113464954
128	0.6712920665740967	1.4896645585332875
129	0.6759202480316162	1.4794644825512386
130	0.6585836410522461	1.5184100206349782
131	0.6404402256011963	1.5614259692405743
132	0.6386492252349854	1.5658047649428508
133	0.6490349769592285	1.540749012765176
134	0.6697859764099121	1.4930142392052643
135	0.6626172065734863	1.5091669671108923
136	0.66843581199646	1.4960299583788548
137	0.6521661281585693	1.5333516366812252
138	0.6623175144195557	1.509849850303874
139	0.6583230495452881	1.519011070158811
140	0.6564505100250244	1.5233440826512257
141	0.6396191120147705	1.5634304560569594
142	0.6562039852142334	1.5239163774257272
143	0.6713392734527588	1.4895598090916227
144	0.6609342098236084	1.5130098958970246
145	0.6785557270050049	1.4737183111161394
146	0.6652216911315918	1.5032582571066275
147	0.6508519649505615	1.5364476929495936
148	0.658301830291748	1.5190600329286905
149	0.6544928550720215	1.5279005603353124
150	0.664276123046875	1.5053980796618736
151	0.6819989681243896	1.4662778783231387
152	0.6841318607330322	1.461706517992777
153	0.6596782207489014	1.5158905789928119
154	0.6299319267272949	1.5874731182388728
155	0.6450541019439697	1.55025756287162
156	0.6770131587982178	1.4770761646274704
157	0.646859884262085	1.5459298440507945
158	0.6846466064453125	1.460607546412891
159	0.6670522689819336	1.4991328963264257
160	0.6361641883850098	1.5719212402361684
161	0.6766531467437744	1.4778620402672362
162	0.6255006790161133	1.598719287680005
163	0.6670286655426025	1.4991859445598756
164	0.6404192447662354	1.5614771232632432
165	0.6791057586669922	1.4725246947734427
166	0.6471538543701172	1.5452276042971456
167	0.6760134696960449	1.4792604656969761
168	0.6520297527313232	1.5336723451821717
169	0.6461391448974609	1.547654259762725
170	0.6532845497131348	1.530726542421847
171	0.6470587253570557	1.5454547799323572
172	0.6620194911956787	1.5105295437659878
173	0.6590497493743896	1.5173361357761856
174	0.6629683971405029	1.5083675244750316
175	0.6496784687042236	1.5392229359154979
176	0.6678433418273926	1.497357145560126
177	0.649268388748169	1.5401951139621384
178	0.6533074378967285	1.5306729144542126
179	0.6519427299499512	1.5338770632149985
180	0.6892731189727783	1.450803712598421
181	0.6441917419433594	1.5523328457816914
182	0.6517977714538574	1.534218194348019
183	0.6569252014160156	1.522243320616228
184	0.6480977535247803	1.5429771119577944
185	0.6576423645019531	1.5205833048138888
186	0.6528103351593018	1.5318384929613216
187	0.6777398586273193	1.4754923843868057
188	0.6455814838409424	1.5489911421412124
189	0.6782493591308594	1.4743839954105478
190	0.6687901020050049	1.4952374399711383
191	0.6914198398590088	1.4462992560408963
192	0.6479790210723877	1.543259839408114
193	0.6595067977905273	1.5162845983546938
194	0.6646966934204102	1.5044455763036508
195	0.6609578132629395	1.512955864858177
196	0.6503949165344238	1.5375273923240642
197	0.6529562473297119	1.5314961823085942
198	0.7014143466949463	1.4256908269869084
199	0.6721682548522949	1.4877227431987907
200	0.6673123836517334	1.4985485426296157
201	0.6539032459259033	1.5292782322620775
202	0.6991071701049805	1.4303958574045756
203	0.6681742668151855	1.496615553254457
204	0.6906998157501221	1.4478069592561973
205	0.6634304523468018	1.5073170012962562
206	0.6509177684783936	1.5362923681398841
207	0.6575908660888672	1.5207023874094678
208	0.6491146087646484	1.5405599974142212
209	0.6527924537658691	1.5318804533219381
210	0.6598737239837646	1.5154414604704032
211	0.6719837188720703	1.488131292345159
212	0.6570050716400146	1.5220582658575255
213	0.664574146270752	1.5047229953369166
214	0.6822707653045654	1.465693755108502
215	0.658240795135498	1.519200887259124
216	0.6592307090759277	1.5169196250000905
217	0.6596705913543701	1.5159081109662618
218	0.659721851348877	1.5157903258098626
219	0.6610822677612305	1.5126710377310857
220	0.6516413688659668	1.5345864271021834
221	0.6531763076782227	1.5309802089340858
222	0.657055139541626	1.5219422843227721
223	0.6516611576080322	1.534539826910307
224	0.6558520793914795	1.524734054251733
225	0.6731677055358887	1.4855139243554916
226	0.6466572284698486	1.5464143227258869
227	0.6565489768981934	1.5231156169405824
228	0.6443073749542236	1.5520542506145416
229	0.6715133190155029	1.4891737389007969
230	0.6687605381011963	1.4953035399476289
231	0.6701204776763916	1.4922689774642446
232	0.6690716743469238	1.494608183758628
233	0.6695587635040283	1.4935208894386813
234	0.6577723026275635	1.5202829246615586
235	0.6596348285675049	1.5159902974978576
236	0.6757478713989258	1.4798418793829289
237	0.6886706352233887	1.4520729487407624
238	0.6422338485717773	1.5570652375670262
239	0.6525073051452637	1.5325498919546596
240	0.650174617767334	1.538048352970081
241	0.6491427421569824	1.54049323062164
